,business_id,name,city,state,categories
4767,o8XwYGCtUi-emGSxTkOECQ,Chipotle Mexican Grill,Indianapolis,IN,"Restaurants, Mexican, Food, Fast Food"
4768,DuB7JAFDaR6RUJRLU1Avbw,Chipotle Mexican Grill,Nashville,TN,"Restaurants, Fast Food, Mexican"
4769,UX6y4Tbwsm0Y2kpgKsrxFA,Chipotle Mexican Grill,New Orleans,LA,"Mexican, Fast Food, Restaurants"
4770,27eH5ZI6JvEIW66QadM8EA,Chipotle Mexican Grill,Nashville,TN,"New Mexican Cuisine, Food, Mexican, Fast Food, Restaurants"
4771,9X_Sh8wiS1oiXq1klrJmxw,Chipotle Mexican Grill,Tampa,FL,"Restaurants, Mexican, Fast Food"
4772,tNOLXgYTykXmLaAZnvo1vg,Chipotle Mexican Grill,Exton,PA,"Restaurants, Mexican, Food, Fast Food"
4773,9AQNVr7SSppVod6eyvl_kA,Chipotle Mexican Grill,Clearwater,FL,"Fast Food, Restaurants, Mexican"
4774,qLzN8JgKvFWhetyyDhdTzg,Chipotle Mexican Grill,Green Valley,AZ,"Fast Food, Restaurants, Mexican"
4775,To5szznRyN3zjgzfJd4afA,Chipotle Mexican Grill,Malvern,PA,"Fast Food, Restaurants, Mexican"
4776,NQASJJzArkdQaXCl6JKOpA,Chipotle Mexican Grill,Glassboro,NJ,"Restaurants, Fast Food, Mexican"
4777,VQiRR0rLH16C_ldAgqDIzw,Chipotle Mexican Grill,Lutz,FL,"Mexican, Restaurants, Fast Food"
4778,aLL1V6Vr02dLFtSJsp5Ksw,Chipotle Mexican Grill,Bridgeton,MO,"Mexican, Fast Food, Restaurants"
4779,2VvIvL-Dyp6QTk0-KfYeDg,Chipotle Mexican Grill,Marlton,NJ,"Restaurants, Fast Food, Mexican"
4780,QGEv5g3vzy-pO3VlcV6S0Q,Chipotle Mexican Grill,Langhorne,PA,"Fast Food, Restaurants, Mexican"
4781,XOYZ88zuI2PDrpjIFf8f0g,Chipotle Mexican Grill,Indianapolis,IN,"Restaurants, Mexican, Fast Food"
4782,0gRoCRYcjOFKLg3S2c8dmg,Chipotle Mexican Grill,Florissant,MO,"Mexican, Restaurants, Food, Fast Food"
4783,65iuih6HD0oXF4j6bqQWSQ,Chipotle Mexican Grill,Saint Petersburg,FL,"Fast Food, Restaurants, Mexican"
4784,LnN7LbbqFK1OvFjbkhUjaQ,Chipotle Mexican Grill,Nashville,TN,"Restaurants, Mexican, Fast Food"
4785,WANxU_W3VV6RW8DCcG_pWQ,Chipotle Mexican Grill,Nashville,TN,"Fast Food, Mexican, Restaurants"
4786,cT6Sv1pWIzC1Z7yHBVJoTQ,Chipotle Mexican Grill,Indianapolis,IN,"Restaurants, Mexican, Fast Food"
4787,KVE799mxDm1EY5jNQ-stjg,Chipotle Mexican Grill,Avon,IN,"Mexican, Fast Food, Restaurants"
4788,A6mvg7BufgYX-ghyULRScg,Chipotle Mexican Grill,Tampa,FL,"Mexican, Restaurants, Fast Food"
4789,vvPGNsRbslG1-ovtMrLmsQ,Chipotle Mexican Grill,Plymouth Meeting,PA,"Mexican, Fast Food, Restaurants"
4790,fjLJhvR3aGd812OsMcziCQ,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Mexican, Fast Food"
4791,bEbR2yWehH53TsLWnWCfvw,Chipotle Mexican Grill,Harahan,LA,"Vegetarian, Fast Food, Mexican, Restaurants, Tex-Mex"
4792,C3Nc7EUqo64jRPWPn6vY9w,Chipotle Mexican Grill,Cherry Hill,NJ,"Restaurants, Fast Food, Mexican"
4793,bliETqSXwJ9_I0yR4R5prw,Chipotle Mexican Grill,Brandon,FL,"Mexican, Restaurants, Fast Food"
4794,ZnY77IphK8pTi_jPvSAA9A,Chipotle Mexican Grill,Saint Louis,MO,"Restaurants, Mexican, Fast Food"
4795,tS47dXDlx9t-6B_F56cKUA,Chipotle Mexican Grill,Santa Barbara,CA,"Restaurants, Mexican, Fast Food"
4796,DzD2cKBrS-qOfhT3ToXsLw,Chipotle Mexican Grill,Hendersonville,TN,"Fast Food, Mexican, Restaurants"
4797,iegiacdW0vbAuKjb7FYFfg,Chipotle Mexican Grill,Philadelphia,PA,"Fast Food, Restaurants, Mexican"
4798,iAP8eZ847uCHLS-r81jUFg,Chipotle Mexican Grill,Meridian,ID,"Restaurants, Mexican, Fast Food"
4799,9ouyziwYpSvJzlLFpukSgA,Chipotle Mexican Grill,Pinellas Park,FL,"Mexican, Fast Food, Restaurants"
4800,bRlpi6k7wTSHHEapcLz_KA,Chipotle Mexican Grill,Goleta,CA,"Mexican, Restaurants, Fast Food"
4801,L8ny0WbdhoZSCicHh_fBCA,Chipotle Mexican Grill,Kirkwood,MO,"Fast Food, Mexican, Restaurants"
4802,aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,Largo,FL,"Mexican, Fast Food, Restaurants"
4803,83-4B6_SweNpX7pN35HmqQ,Chipotle Mexican Grill,Clayton,MO,"Mexican, Restaurants, Fast Food"
4804,7tIXaWRqW7vYWMnoXQhDTw,Chipotle Mexican Grill,Marana,AZ,"Mexican, Fast Food, Restaurants"
4805,NxyWNRXB3O-aBQQLx1ckrA,Chipotle Mexican Grill,Tampa,FL,"Mexican, Fast Food, Restaurants"
4806,-ajaASaDA_77I6pK3D4YgQ,Chipotle Mexican Grill,Mount Laurel,NJ,"Mexican, Restaurants, Fast Food"
4807,VueLB6qEVcGusBj2iO1qGA,Chipotle Mexican Grill,Bensalem,PA,"Restaurants, Mexican, Fast Food"
4808,h4CPgWdrG9ejSgaAOOCEaw,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Fast Food, Mexican"
4809,F-eHPbdh9bl8aeYDRws4BQ,Chipotle Mexican Grill,Abington,PA,"Mexican, Restaurants, Fast Food"
4810,SbDETTgAgpIQ2NEmuRZmww,Chipotle Mexican Grill,Doylestown,PA,"Restaurants, Mexican, Fast Food"
4811,bKgyXSQUGA8IHGt8ne5NuA,Chipotle Mexican Grill,Reno,NV,"Restaurants, Mexican, Fast Food"
4812,NFuPH1XrddG7YZ77mPYK0Q,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Fast Food, Mexican"
4813,bxyT4iNcdnfHvPyc6NTBIw,Chipotle Mexican Grill,Speedway,IN,"Fast Food, Mexican, Restaurants"
4814,c_DRiA8CPghSk8PR96K2Kg,Chipotle Mexican Grill,Des Peres,MO,"Mexican, Restaurants, Fast Food, Food"
4815,Cg7xgjzaV7d7dbwWy4ZO3A,Chipotle Mexican Grill,Franklin,TN,"Mexican, Restaurants, Fast Food"
4816,9dbBieF80i9ChNDRFOdQIQ,Chipotle Mexican Grill,Saint Petersburg,FL,"Fast Food, Restaurants, Mexican"
4817,69k7MF2-nXq-tNNHrJYONw,Chipotle Mexican Grill,Philadelphia,PA,"Fast Food, Food, Restaurants, Mexican"
4818,2ZaldC7ird5-K9sSvK6tIw,Chipotle Mexican Grill,Wilmington,DE,"Restaurants, Mexican, Fast Food"
4819,7jVmd4JBBIKjWdMyyre4kA,Chipotle Mexican Grill,Tampa,FL,"Food, Mexican, Restaurants, Fast Food"
4820,4rhH2r1lL7ujqnvTwZo--w,Chipotle Mexican Grill,Philadelphia,PA,"Restaurants, Mexican, Fast Food"
4821,7-cy4Gphx_pd5YElcA6Ocw,Chipotle Mexican Grill,Creve Coeur,MO,"Fast Food, Restaurants, Mexican"
4822,W7NxQw8UYFR0HLPrI08tvw,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Fast Food, Mexican"
4823,zJnRztekQRb6nGe-3Q4mQA,Chipotle Mexican Grill,Philadelphia,PA,"Restaurants, Mexican, Fast Food"
4824,FFaR1oEJbzjn7CohqIt6TQ,Chipotle Mexican Grill,Wyncote,PA,"Restaurants, Mexican, Fast Food"
4825,9QsamgtWTCpiYVrFr-p26w,Chipotle Mexican Grill,Wilmington,DE,"Restaurants, Fast Food, Mexican"
4826,Un6UO11mgLC6oRgozaJAKw,Chipotle Mexican Grill,Philadelphia,PA,"Fast Food, Restaurants, Mexican"
4827,wkakne7bpbBaDrT6btLFfQ,Chipotle Mexican Grill,Metairie,LA,"Tex-Mex, Fast Food, Restaurants, Mexican"
4828,L7i_5DydYEKwPLfcDBRYDA,Chipotle Mexican Grill,Voorhees,NJ,"Mexican, Fast Food, Restaurants"
4829,q3G9egpyrtddHfPozDcl8g,Chipotle Mexican Grill,Glen Mills,PA,"Mexican, Fast Food, Restaurants"
4830,CXdp02VLnzNlILu9R6Y_wA,Chipotle Mexican Grill,Philadelphia,PA,"Restaurants, Fast Food, Mexican"
4831,TKOaoUkbZ1kw4DVa02gCTQ,Chipotle Mexican Grill,Springfield,PA,"Mexican, Restaurants, Fast Food"
4832,202GrPOZxLVRBLg8HcwSSQ,Chipotle Mexican Grill,Tampa,FL,"Mexican, Fast Food, Restaurants"
4833,GwvqvW8qgLs7PZE3jA9kyA,Chipotle Mexican Grill,King Of Prussia,PA,"Fast Food, Mexican, Restaurants"
4834,c4IkL2K64JeFC7kcnbupsw,Chipotle Mexican Grill,Brentwood,TN,"Mexican, Restaurants, Fast Food"
4835,Kyey3rqsPuNOgGlXuiqezQ,Chipotle Mexican Grill,Tampa,FL,"Restaurants, Food, Mexican, Fast Food"
4836,JRgjDdPh-8t2jbxuDMuKqw,Chipotle Mexican Grill,Tucson,AZ,"Ethnic Food, Food, Mexican, Restaurants, Fast Food, Specialty Food"
4837,U_EsuBo0J1UMvUsFpUsnmg,Chipotle Mexican Grill,Springfield,PA,"Mexican, Fast Food, Salad, Restaurants"
4838,19q1XEu1nFrOyMdBzJb1Ig,Chipotle Mexican Grill,Seminole,FL,"Mexican, Fast Food, Restaurants"
4839,-0m4IwD1FIOqkA8dh4mVfQ,Chipotle Mexican Grill,Smyrna,TN,"Mexican, Fast Food, Restaurants"
4840,vjO7cPDREXPjfozY0u2L_A,Chipotle Mexican Grill,West Chester,PA,"Restaurants, Fast Food, Mexican"
4841,qmsdbXMG6DCNXEEZJz4d5g,Chipotle Mexican Grill,Philadelphia,PA,"Fast Food, Mexican, Restaurants, Salad"
4842,AmnnsJq4Pz1jJUFzHwtsOA,Chipotle Mexican Grill,Indianapolis,IN,"Fast Food, Restaurants, Mexican"
4843,r7WwdseoJpfna4a57qeiag,Chipotle Mexican Grill,Carmel,IN,"Fast Food, Restaurants, Mexican"
4844,BMM41XabMlOBDdv9A-P95w,Chipotle Mexican Grill,Newark,DE,"Tex-Mex, Restaurants, Food Court, Fast Food, Mexican"
4845,npJ1vyfzhaYdLghTaV8-rQ,Chipotle Mexican Grill,Moorestown,NJ,"Fast Food, Mexican, Restaurants"
4846,bMMf5bjTAT8LrwhE84ZuNw,Chipotle Mexican Grill,Philadelphia,PA,"Fast Food, Mexican, Restaurants, Food"
4847,0v4dpBY8GN88d0xO4_fuSQ,Chipotle Mexican Grill,Indianapolis,IN,"Fast Food, Mexican, Restaurants"
4848,B8oETYiwY33NGixjU6Z0oA,Chipotle Mexican Grill,New Castle,DE,"Restaurants, Fast Food, Mexican"
4849,fbHvGCFs_tGwKdv20-p_wA,Chipotle Mexican Grill,Marlton,NJ,"Fast Food, Restaurants, Mexican"
4850,yUglD4bzupuMzGIvnQguNg,Chipotle Mexican Grill,Tampa,FL,"Fast Food, Restaurants, Mexican"
4851,SqOU863FDRa10BaDCppljw,Chipotle Mexican Grill,Clearwater,FL,"Restaurants, Fast Food, Mexican"
4852,zI1tfxwATzJ6ANSUhu3pog,Chipotle Mexican Grill,Temple Terrace,FL,"Mexican, Restaurants, Fast Food"
4853,GQaSzSnRu6VDJNEv6bzA0w,Chipotle Mexican Grill,Tampa,FL,"Restaurants, Fast Food, Mexican"
4854,UQg4lM_XvNiU1IYPgaukfA,Chipotle Mexican Grill,Cherry Hill,NJ,"Restaurants, Mexican, Fast Food"
4855,GdX5jRGWpvEm6KEkdrXq1A,Chipotle Mexican Grill,Clearwater,FL,"Mexican, Fast Food, Restaurants"
4856,GGmioYZou5FlJ5vf2-qLmQ,Chipotle Mexican Grill,Blue Bell,PA,"Mexican, Restaurants, Fast Food"
4857,uzsH7P2gNvsWUDzKD6rfyw,Chipotle Mexican Grill,Media,PA,"Restaurants, Fast Food, Mexican"
4858,-LI-pZMk96s4VqGwIU1dNg,Chipotle Mexican Grill,Warminster,PA,"Fast Food, Restaurants, Mexican"
4859,hAaS-9vvlw_UPEMqkMi7hQ,Chipotle Mexican Grill,Indianapolis,IN,"Mexican, Fast Food, Restaurants"
4860,UCCc31J4N8Y57RuzmInjyw,Chipotle Mexican Grill,Plainfield,IN,"Restaurants, Mexican, Fast Food"
4861,KTR4RAO6WsQBKferwFXbAA,Chipotle Mexican Grill,Reno,NV,"Restaurants, Fast Food, Mexican, Bars, Nightlife"
4862,qXkrrQPVesVxJwEfhFYH2g,Chipotle Mexican Grill,Sparks,NV,"Restaurants, Mexican, Fast Food"
4863,44klPO-2HedNmQc-LMg5jQ,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Fast Food, Mexican"
4864,58k-qntpJFpyNFk09BGTzw,Chipotle Mexican Grill,Boise,ID,"Mexican, Restaurants, Fast Food"
4865,dgGuvdysSuWOv2dKqZTbVA,Chipotle Mexican Grill,Philadelphia,PA,"Mexican, Restaurants, Fast Food"
4866,mHRUYrn45b7L2JP1jqER0w,Chipotle Mexican Grill,Havertown,PA,"Mexican, Restaurants, Fast Food"
4867,8VOAQKQkYJsKrkFfCXkP_g,Chipotle Mexican Grill,Madison,TN,"Fast Food, Mexican, Restaurants"
4868,i2LRMyq35sbc7vQ6wyvOSQ,Chipotle Mexican Grill,Newtown,PA,"Restaurants, Mexican, Fast Food"
4869,jxouzim2QaotZa3DYZLweg,Chipotle Mexican Grill,Tucson,AZ,"Restaurants, Fast Food, Mexican"
4870,o-LnWJfKQRaOcaDrR7KKsw,Chipotle Mexican Grill,Edwardsville,IL,"Fast Food, Restaurants, Mexican"
4871,IZuborFfCX6E6CVDWorHnw,Chipotle Mexican Grill,Boise,ID,"Restaurants, Mexican, Fast Food"
4872,W4EklwiIeQNH6QhkcGllQQ,Chipotle Mexican Grill,Sicklerville,NJ,"Food, Restaurants, Mexican, Fast Food"
4873,3lW1gubDMpnEIlo45eUKhA,Chipotle Mexican Grill,King Of Prussia,PA,"Mexican, Fast Food, Restaurants"
4874,04WpqoyyuqX5IrgI-gAAeA,Chipotle Mexican Grill,Tampa,FL,"Mexican, Fast Food, Restaurants"
4875,yGGuxggHL26qQ0LXO0wg-Q,Chipotle Mexican Grill,Tucson,AZ,"Fast Food, Mexican, Restaurants"
4883,OliqvG_1thS-T0xQrHZueg,Chix & Chicks,Philadelphia,PA,"Chicken Wings, Restaurants, Chicken Shop, Wraps, Sandwiches"
4888,R4fWJPa2xTDtj8a7RxEmlw,Chobani's Restaurant,Pennsville Township,NJ,"Seafood, American (Traditional), Italian, Restaurants"
4890,XjST6nGKZ7K_Sb6wKfCPDw,Chocolaterie Bernard Callebaut,Edmonton,AB,"Food, Desserts, Ice Cream & Frozen Yogurt, Specialty Food, Chocolatiers & Shops, Coffee & Tea, Restaurants, Cafes"
4897,fEutjECNiZAB31uKCzC4EQ,Cholula Tacos & Deli,Warminster,PA,"Delis, Restaurants, Mexican"
4908,dt9QKK-EczHWz6TOLyqizA,Chop & Toss Salad Company,King of Prussia,PA,"Food Court, Health Markets, Food, Specialty Food, Restaurants"
4915,ik4VqaOTHMUzlFuud0VeKQ,Chopped Leaf,Sherwood Park,AB,"Vegetarian, Restaurants, Sandwiches"
4930,GP11taJlsbhnVXYxyMn-YA,Chow Public Market and Eatery,Boise,ID,"Mediterranean, Nightlife, American (New), Restaurants, Mexican, Shopping Centers, Shopping, Bars"
4935,m2dBv07BfXtgpOvzP16eIw,Chris' Cakes and Donuts,New Orleans,LA,"Food, Breakfast & Brunch, Donuts, Restaurants, Custom Cakes"
4947,3yyTNQtkDYOP3vsCdoFm6A,Christo's Family Restaurant,Trinity,FL,"Seafood, Restaurants, Breakfast & Brunch, American (Traditional)"
4973,izTharKlAOpbSB84anaZ9g,Chuck-A-Rama Buffet,Boise,ID,"Buffets, Restaurants"
4993,OUjISvf-zceQAg2uvuPLWw,Ciao Down,Tucson,AZ,"Food Trucks, Pizza, Italian, Restaurants, Food"
5005,HhZDu-IEC7owaHCeEXSf1g,Cielito Lindo,Medford,NJ,"Restaurants, New Mexican Cuisine"
5008,ZeJtTMFI_x0N_tSlvcPgOw,Cifelli's Pizza,Laurel Springs,NJ,"Italian, Pizza, Food, Food Delivery Services, Restaurants"
5011,UEVrsWZ_1JmQ_l2jWcRYNQ,Cilantro Mexican Grill 5 Points,Nashville,TN,"Restaurants, Mexican"
5041,QTR-_d5-cM1nlA8zg94LHw,Circles Thai,Collingswood,NJ,"Thai, Restaurants, Asian Fusion"
5046,lgxwrbvtz-Vqhc-oryi5qQ,Ciro Food & Drink,Wilmington,DE,"Tapas/Small Plates, Restaurants, Bars, Nightlife, Wine Bars"
5057,QdKLyqac0Smpg1n7JTnrGg,City Farm Company,Nashville,TN,"Southern, Food, Party & Event Planning, Restaurants, American (New), Event Planning & Services, Caterers, Farmers Market"
5073,oJvOiVyzqWqOfvaRH_TflA,City Winery Nashville,Nashville,TN,"American (Traditional), Restaurants, Bars, Wineries, Event Planning & Services, Music Venues, American (New), Nightlife, Wine Bars, Food, Mediterranean, Arts & Entertainment, Venues & Event Spaces"
5087,HxSAlo0GRb4JTmDIxNw68Q,Clarkville,Philadelphia,PA,"Gastropubs, Beer Bar, Nightlife, Pizza, Bars, Restaurants"
5090,lTkkSkvVhJIbHqVJKv6w9w,Classic Asia,Haddon Heights,NJ,"Restaurants, Asian Fusion, Chinese, Japanese"
5095,DjdSIwAbttOUQWa8gpWzTQ,Classic Pizza,Philadelphia,PA,"Restaurants, Pizza, Italian"
5103,NzIIhPFD1EZHzsRG5Phipg,Clay Oven Indian Restaurant,Indianapolis,IN,"Indian, Restaurants"
5104,suLbqscI9St5H8BaGZmIyQ,Claybrooke Commons Kroger,Indianapolis,IN,"Department Stores, Restaurants, Health & Medical, Automotive, Shopping, Fashion, Financial Services, Food, Pharmacy, Grocery, Gas Stations, Salad"
5107,SuPgqdj_QBLb0GTeUQ24cg,Clean Juice Brentwood,Brentwood,TN,"Salad, Acai Bowls, Restaurants, Juice Bars & Smoothies, Food"
5112,pyaY3CCv1PhNNAlPBAsAsw,Clean Juice Safety Harbor,Clearwater,FL,"Salad, Restaurants, Juice Bars & Smoothies, Organic Stores, Acai Bowls, Food"
5122,4FhRbipPKfjk9absHHrfaA,Clear Sky on Cleveland,Clearwater,FL,"Restaurants, Tapas Bars, Food, Nightlife, Bars, Event Planning & Services, Caterers, Seafood, American (New), Desserts, Venues & Event Spaces, Tapas/Small Plates, Breakfast & Brunch, American (Traditional)"
5133,FAvEJQ0E7n4f_Wasg9UvEw,Cleopatra Restaurant,Harvey,LA,"Restaurants, Greek, Salad, Food, Desserts, Coffee & Tea, Mediterranean, Lebanese, Middle Eastern, Halal, Seafood, Soup, Falafel, Sandwiches, Vegetarian, Kebab, Steakhouses"
5153,ePeffa0b95s4Y677PtwO9w,ClusterTruck,Indianapolis,IN,"Restaurants, Caterers, Burgers, Mexican, Food Delivery Services, Food Trucks, Food, Event Planning & Services"
5166,f0sW8hhway_FOazd29CshQ,Coal Town Public House,Franklin,TN,"Restaurants, Cocktail Bars, Nightlife, Bars, American (Traditional), Steakhouses, American (New), Salad, Sandwiches"
5177,lPUuhmHAuAJLrzdBD8Bkyg,Cocco's Pizzeria Brookhaven,Brookhaven,PA,"Pizza, Restaurants, Italian, Sandwiches"
5180,p6c70_FsgpmSPGTWdOOuxg,Cocina Azteca,Mount Laurel,NJ,"Mexican, Restaurants"
5182,lXZJSAE0Faw9nhi_Df3teQ,Cock 'n Bull Restaurant,Lahaska,PA,"Shopping Centers, American (Traditional), Salad, Sandwiches, Shopping, Restaurants, Steakhouses, Seafood"
5211,Hbinc1W5pNPuc7cLdIvsRA,Coffee & Cream,West Deptford,NJ,"Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies, Sandwiches, Mexican"
5251,Ac-GCqvCvaSo7uHv75OnOw,Colonial Village Meat Market,West Chester,PA,"Specialty Food, Meat Shops, Food, Event Planning & Services, Delis, Sandwiches, Restaurants, Caterers"
5281,bRkR1YBXijVpQaXqWpJfXw,Common Grounds Coffeehouse & Cafe,Gretna,LA,"Food, Coffee & Tea, Southern, Restaurants"
5304,P9pio4kD6ixdtgIw2vZyvQ,Conestoga Style Pizza,Bryn Mawr,PA,"Pizza, Restaurants"
5305,9nQF18PgasErEF7zF5MvFg,Coney Island Bar,Sparks,NV,"Nightlife, Restaurants, Bars, American (New)"
5325,ksE6VT9VcsZnBbDjnYcoJA,Construction Zone Bar & Grill,Meridian,ID,"Bars, Restaurants, American (Traditional), Burgers, Nightlife, Karaoke"
5329,2C1woaOBpUC2iEpvKx96gg,Continental Treat Fine Bistro Gluten Free,Edmonton,AB,"Bars, Nightlife, Restaurants, Gluten-Free, Polish, French, Modern European, German, Gastropubs"
5343,U-BK2dsuxC4u5jeU8FwQNw,Cool Cafe,Franklin,TN,"Steakhouses, Chicken Wings, Barbeque, Southern, Restaurants"
5353,uYMVRPYEqpmVXWN2xOs5KQ,Cooper's Hawk Winery & Restaurants - Tampa,Tampa,FL,"Event Planning & Services, American (Traditional), Nightlife, Restaurants, Bars, Wineries, American (New), Wine Tasting Room, Gluten-Free, Arts & Entertainment, Party & Event Planning, Wine Bars, Food, Seafood"
5372,DySc74Wa_LuqJ3v5BMmTqw,Cora - Edmonton,Edmonton,AB,"Restaurants, Breakfast & Brunch"
5384,Ch9GzsRI1gLCIfg6drnd6w,Coriander Cuisine,Edmonton,AB,"Restaurants, Indian"
5385,h_eHk-w1PuCKnZCYwgKEEg,Coriander Indian Bistro,Voorhees,NJ,"Restaurants, Vegetarian, Indian, Pakistani, Gluten-Free"
5389,0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,Carpinteria,CA,"Bars, Wine Bars, American (New), Nightlife, Restaurants"
5391,dTanJ1xm9-B-iqEWJodpZQ,Corleone's Old Fashion Tomato Pie & Pizza,Trenton,NJ,"Restaurants, Pizza"
5423,7hoR85ZbJVRQ98Q14OlQZQ,CosaNostra SF,Reno,NV,"Food Trucks, Restaurants, Specialty Food, Italian, Food, Pasta Shops"
5435,s_sEMaNkRtwjEFJfStaOgQ,Cosmos Restaurant,Wilmington,DE,"Restaurants, Mediterranean, Diners, Greek"
5467,IHcwZXi-0x3dUDH7R8YA5Q,Country Garden Chinese Restaurant,Harleysville,PA,"Chinese, Restaurants"
5470,pKI8zDJPltHfZyX5mFEPLQ,Country House Diner,Warminster,PA,"Restaurants, American (Traditional)"
5472,LWwH78Nz9bZ1Rxo2YRb4Tg,Country Junction Restaurant,Joelton,TN,"American (Traditional), Restaurants"
5485,QW3Y7RWlDLqbmodWrd2rfA,Court Tavern Poboys,New Orleans,LA,"Cajun/Creole, Bars, Sandwiches, Nightlife, Beer Bar, Restaurants"
5493,Zh1JlS8z9pqJ39vs1hW7Ug,Courtyard Grill Restaurant at Bourbon Heat,New Orleans,LA,"American (Traditional), Cajun/Creole, Bars, Nightlife, Dance Clubs, Restaurants"
5494,HLXhfnKcx_8Y6_FiRtdTFw,Courtyard by Marriott St Petersburg Downtown,St. Petersburg,FL,"Food, Restaurants, Breakfast & Brunch, Bagels, Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Hotels"
5504,QFjAKsnJus3Fej9Pi81SpA,Coventry Parlor,Pottstown,PA,"Food, American (Traditional), Bakeries, Breakfast & Brunch, Restaurants, Ice Cream & Frozen Yogurt"
5510,LImOqXSWUq-E_eNZhTUzmQ,Coyote Crossing,Conshohocken,PA,"Mexican, Restaurants"
5524,jYZuJurVhpKe80I05P-V4w,Crab Du Jour Xpress - Pennsauken,Pennsauken,NJ,"Cajun/Creole, Restaurants, Seafood"
5526,MeQSPeGqXGa0HvweoRJzSw,Crab Fever,Nashville,TN,"Cajun/Creole, Restaurants, Seafood, Food, American (New), Bubble Tea"
5537,U_U6C9AF7xmQijTTUFRzkQ,Crabby's Bar & Grill,Clearwater Beach,FL,"Beer, Wine & Spirits, Seafood, Breakfast & Brunch, American (Traditional), Food, Bars, Restaurants, Nightlife"
5563,CJoO4HYD0tZRXlZqA04wmw,Crave Coffee Bar,Tucson,AZ,"Food, Coffee & Tea, Restaurants"
5564,5nGBo2covUY0PrDO_aNYbw,Crave Coffee House,Saint Louis,MO,"Food, Sandwiches, Coffee & Tea, Internet Cafes, Restaurants"
5584,i39XLqAolwphb5zkZVId_A,Creanies Ice Cream,Sicklerville,NJ,"Ice Cream & Frozen Yogurt, Food, Restaurants, Bakeries"
5588,sUfFxJcSCzizQ6WflJWWiA,Creek Side Diner,Kennett Square,PA,"Diners, Sandwiches, Restaurants, Breakfast & Brunch"
5618,QgDsoMYcLcVcBQ3UgVay4A,Crisp Kitchen,Philadelphia,PA,"Salad, Chinese, Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants"
5630,sTvFxzQU_4bm-owSJXx0MQ,Cromwell's American Tavern and Taqueria,Greenville,DE,"Nightlife, Bars, Mexican, American (New), Restaurants"
5644,XgQxULOYVeiyeiyDT31Nug,Crown Chicken & Gyro,Gloucester City,NJ,"Mediterranean, Halal, Burgers, Fast Food, Restaurants"
5652,tIYd4pzWFlQasuX_JmYKBQ,Cru Cellars @ Armature Works,Tampa,FL,"Nightlife, Restaurants, Wine Bars, Bars, Steakhouses, American (New), Sandwiches, Food Stands"
5659,2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,Goleta,CA,"Restaurants, Bakeries, Cafes, Coffee & Tea, Food, Desserts"
5675,JfSwHJ2KfWRXHsPSeh_ekQ,Crêpe n'Dip,Tucson,AZ,"Pancakes, Food, Creperies, Coffee & Tea, Desserts, Breakfast & Brunch, Restaurants"
5691,cRv6Sl8hwtxrM1Vb0SjKLQ,Cuisine To Go,Exton,PA,"Caterers, Italian, Food Delivery Services, Food, Restaurants, Event Planning & Services"
5700,nVxOIEEYhoQfSUkr8QhWmQ,Cunetto House of Pasta,Saint Louis,MO,"Nightlife, Bars, Caterers, Shopping, Event Planning & Services, Wholesale Stores, Restaurants, Wine Bars, Italian"
5728,aPDpK9mHhrabKyspSKME6g,Cuñada,New Orleans,LA,"Nightlife, Diners, Tacos, Mexican, Bars, Restaurants"
5750,dzXyMoY5QXQIMxHkdbtV1w,D'amore Deli,Edmonton,AB,"Restaurants, Delis, Italian"
5773,0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,Philadelphia,PA,"Sushi Bars, Japanese, Restaurants"
5776,quiIaAUzGm1KI6PjqTyvJQ,DP Dough - West Chester,West Chester,PA,"Pizza, Restaurants"
5778,WP9nV9_Cz5CWx6UFW0NwDA,DSquared Bistro,St. Louis,MO,"Nightlife, Bars, American (Traditional), Restaurants, American (New)"
5783,hkuIjzyewr7RyIbKvjUQ5A,Da Pollani’s,Largo,FL,"Pizza, Sicilian, Italian, Restaurants"
5792,co8fVmBON-QsZtEyIiyJtA,Dacey's Pub,Morrisville,PA,"Nightlife, Burgers, Restaurants, Fish & Chips, Bars, Steakhouses, Salad, Seafood, Irish Pub, Sandwiches"
5793,Zl4BvNKs-_Vv5Hxtlb8YXQ,Dad's Deli & Catering,Marlton,NJ,"Restaurants, Delis, Food"
5800,pNIXTOP7tQm029PakX7LyQ,Daddy's Dogs - Nations,Nashville,TN,"Restaurants, Hot Dogs"
5803,uDK_Qgao9VPPLodacu0i7A,DaddyO's Patio Ybor,Tampa Bay,FL,"Restaurants, Bars, Nightlife, Wine Bars, Lounges, American (Traditional)"
